stations_id,stationsname,bundesland,mess_datum,mess_datum_beginn,mess_datum_ende,bedeckungsgrad,lufttemperatur,lufttemperatur_max,lufttemperatur_min,windstaerke,sonnenscheindauer,windspitze,lufttemperatur_absmax,lufttemperatur_absmin,niederschlagshoehe,niederschlagshoehe_max,schneehoehe_neu,schneehoehe,sturm_6bft,sturm_8bft,gewitter,glatteis,graupel,hagel,nebel,tau,stationshoehe,geobreite,geolaenge
2444,Jena (Sternwarte),Thueringen,1865-01-15,NA,NA,NA,8.08,13.08,3.85,NA,NA,NA,32.9,-27.4,579.5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1866-01-15,NA,NA,NA,8.92,13.61,4.96,NA,NA,NA,29.6,-11.9,550.2,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1867-01-15,NA,NA,NA,8.34,12.71,4.51,NA,NA,NA,31.4,-17.4,574.6,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1868-01-15,NA,NA,NA,9.59,14.15,5.62,NA,NA,NA,33.4,-18,575.2,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1869-01-15,NA,NA,NA,8.34,12.97,4.43,NA,NA,NA,32,-19.5,482.3,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1871-01-15,NA,NA,NA,6.65,11.29,2.65,NA,NA,NA,30.3,-27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1872-01-15,NA,NA,NA,9.49,14.42,5.61,NA,NA,NA,33.4,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1873-01-15,NA,NA,NA,8.73,13.25,5,NA,NA,NA,30.3,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1874-01-15,NA,NA,NA,8.31,13.37,4.25,NA,NA,NA,33.5,-16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1879-01-15,18790101,18791231,NA,6.55,12.58,1.95,NA,NA,NA,34.3,-24.5,647.2,35.6,NA,NA,NA,NA,NA,NA,0,0,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1880-01-15,18800101,18801231,NA,8.24,14.96,3.34,NA,NA,NA,36,-19.8,556.9,32.8,NA,NA,NA,NA,NA,NA,0,0,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1881-01-15,18810101,18811231,NA,7.09,13.05,2.43,NA,NA,NA,37,-27.6,552.5,22.1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1882-01-15,18820101,18821231,NA,8.33,14.07,4.28,NA,NA,NA,34.1,-17.1,849.7,50.9,NA,NA,0,0,0,NA,0,0,87,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1883-01-15,18830101,18831231,NA,7.9,13.4,3.67,NA,NA,NA,34.6,-17.8,531.6,23,NA,NA,0,0,0,NA,0,0,77,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1884-01-15,18840101,18841231,NA,8.36,14.01,4.11,NA,NA,NA,34.8,-18,613,22.7,NA,NA,0,0,0,NA,0,0,68,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1885-01-15,18850101,18851231,NA,7.57,13.24,3.12,NA,NA,NA,32.5,-19.8,500.4,40.9,NA,NA,0,0,0,NA,0,0,63,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1886-01-15,18860101,18861231,NA,7.8,13.77,3.32,NA,NA,NA,33,-22.4,493.1,29,NA,NA,0,0,0,NA,0,0,66,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1887-01-15,18870101,18871231,NA,7.11,12.3,2.52,NA,NA,NA,34.1,-21.1,456.8,26.4,NA,100,0,0,0,NA,0,0,37,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1888-01-15,18880101,18881231,NA,7.32,12.7,2.91,NA,NA,NA,32.8,-22,554.6,51.2,NA,287,0,0,0,NA,0,0,50,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1889-01-15,18890101,18891231,NA,7.71,12.85,3.4,NA,NA,NA,34.1,-20,601.7,51.3,NA,359,0,0,0,NA,0,0,61,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1890-01-15,18900101,18901231,NA,7.56,12.74,2.79,NA,NA,NA,32.3,-20.9,634.6,51.8,NA,171,0,0,0,NA,0,0,70,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1891-01-15,18910101,18911231,NA,7.96,13.56,3.39,NA,NA,NA,32.4,-21.9,559.4,26.3,NA,456,0,0,0,NA,0,0,71,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1892-01-15,18920101,18921231,NA,7.94,14.1,2.68,NA,1865.7,NA,37.9,-19.1,404.8,27.7,NA,230,0,0,0,NA,0,0,39,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1893-01-15,18930101,18931231,NA,8.3,14.12,2.85,NA,1923.1,NA,35.1,-29.3,533.4,41.3,NA,325,0,0,0,NA,0,0,13,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1894-01-15,18940101,18941231,NA,8.52,13.91,3.99,NA,1530.4,NA,34.4,-17.6,562.6,27.9,NA,5,0,0,0,NA,0,0,27,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1895-01-15,18950101,18951231,NA,7.65,13.64,2.63,NA,1727.5,NA,35.2,-24,650.5,42.8,NA,1149,0,0,0,NA,0,0,24,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1896-01-15,18960101,18961231,NA,8.03,13.15,3.8,NA,1433.4,NA,32.6,-14.2,586,37.2,NA,53,0,0,0,NA,0,0,44,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1897-01-15,18970101,18971231,NA,8.47,13.71,4.28,NA,1434.2,NA,32.9,-13.3,545.8,34.3,NA,314,0,0,0,NA,0,0,51,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1898-01-15,18980101,18981231,NA,9.11,14.26,4.79,NA,1383.7,NA,33.1,-9.4,570.1,24.1,NA,43,0,0,0,NA,0,0,49,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1899-01-15,18990101,18991231,NA,8.59,14.08,3.78,NA,1554,NA,33.1,-20.5,647.6,34.1,NA,158,0,0,0,NA,0,0,36,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1900-01-15,19000101,19001231,NA,8.89,14.42,4.22,NA,1581.7,NA,34.5,-19.1,673.9,28.7,NA,258,0,0,0,NA,0,0,37,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1901-01-15,19010101,19011231,4.84,7.7,13.52,2.75,1.81,1657.5,NA,32.6,-24.1,599.4,32.4,NA,464,0,0,29,NA,0,0,58,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1902-01-15,19020101,19021231,5.16,7.46,12.95,2.84,1.93,1606.8,NA,32.6,-21.6,599.3,30.5,NA,262,0,0,22,NA,0,0,73,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1903-01-15,19030101,19031231,4.84,9.16,14.66,4.26,1.93,1572.4,NA,33.9,-17,542.5,29.2,NA,25,0,0,21,NA,0,0,36,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1904-01-15,19040101,19041231,5.13,9.37,14.86,4.44,1.72,1676.7,NA,37.1,-12.6,491.6,27.6,NA,53,0,0,17,NA,0,0,34,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1905-01-15,19050101,19051231,5.44,8.76,14.06,4.35,1.86,1583.8,NA,36.1,-19.1,728.9,48.1,NA,37,0,0,22,NA,0,0,30,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1906-01-15,19060101,19061231,5.06,9.06,14.93,4.39,1.76,1644.4,NA,33.5,-16.4,691.2,68.6,NA,145,0,0,29,NA,0,0,50,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1907-01-15,19070101,19071231,5.27,8.63,14.26,3.89,1.75,1606.1,NA,33.1,-17.8,519.8,28.9,NA,242,0,0,19,NA,0,0,58,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1908-01-15,19080101,19081231,5.12,8.08,13.88,3.37,1.72,1584.3,NA,34.9,-26.8,591.6,44.1,NA,130,0,0,32,NA,0,0,63,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1909-01-15,19090101,19091231,5.15,8.15,13.85,3.37,1.73,1619.2,NA,33.3,-16.5,696.4,60.2,NA,479,0,0,25,NA,0,0,45,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1910-01-15,19100101,19101231,5.27,9.19,15.04,4.55,2.11,1505.6,NA,31.5,-9.4,482.2,28.2,NA,21,0,0,26,NA,0,0,94,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1911-01-15,19110101,19111231,5.04,9.86,15.72,4.81,2.32,1689.8,NA,37.2,-13.5,379.4,40.7,NA,42,0,0,18,NA,0,0,68,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1912-01-15,19120101,19121231,5.89,8.52,14.42,4.19,2.43,1253.7,NA,32,-20.4,595.1,25.6,NA,109,0,0,17,NA,0,0,78,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1913-01-15,19130101,19131231,5.6,9.05,14.05,4.51,2.21,1369.3,NA,29.5,-12.9,542.9,21.6,NA,50,0,0,22,NA,0,0,73,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1914-01-15,19140101,19141231,5.59,8.94,14.11,4.77,2.1,1539.3,NA,32.2,-17.1,721,57.5,NA,108,0,0,31,NA,0,0,47,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1915-01-15,19150101,19151231,5.5,8.47,13.56,4.02,1.93,1661,NA,35.7,-16.2,643.5,26.7,NA,172,0,0,27,NA,0,0,41,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1916-01-15,19160101,19161231,5.87,9.04,14.06,5.14,1.85,1521.4,NA,29.7,-9.7,654.9,51.9,NA,43,0,0,25,NA,0,0,49,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1917-01-15,19170101,19171231,5.34,7.95,13.12,3.38,1.82,1591.2,NA,33.8,-24.8,552.1,30.3,NA,652,0,0,31,NA,0,0,25,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1918-01-15,19180101,19181231,5.31,9.26,14.4,4.78,1.66,1430.3,NA,33.7,-11.7,486.1,22.9,NA,161,0,0,24,NA,0,0,64,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1919-01-15,19190101,19191231,5.37,7.89,13.33,3.57,1.77,1391.9,NA,34.7,-12.2,492.7,25.3,NA,290,0,0,14,NA,0,0,58,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1920-01-15,19200101,19201231,4.93,9.05,14.36,4.47,1.6,1619,NA,32.6,-11,561,43.8,NA,50,0,0,18,NA,0,0,100,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1921-01-15,19210101,19211231,4.54,9.33,15.13,4.21,1.96,1813.8,NA,35.8,-14.5,455,31.8,NA,5,0,0,23,NA,0,0,43,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1923-01-15,19230101,19231231,5.36,8.54,13.28,4.41,2.28,1395.5,NA,35.3,-19.7,NA,NA,NA,248,0,0,18,NA,0,0,31,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1924-01-15,19240101,19241231,4.91,8.06,13.03,3.66,2.05,1590.4,NA,33.1,-18.4,573.5,68.6,NA,364,0,0,28,NA,0,0,49,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1925-01-15,19250101,19251231,5.78,9.09,13.86,4.93,2.16,1425.1,NA,34.5,-20.2,533.6,20.3,NA,95,0,0,27,NA,0,0,48,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1926-01-15,19260101,19261231,5.92,9.25,13.78,5.37,2.2,1238.4,NA,31.1,-13.6,648.1,36.2,NA,92,0,0,31,NA,0,0,57,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1927-01-15,19270101,19271231,5.73,8.58,13.34,4.61,2.43,1400.4,NA,33.3,-28.8,558.5,22.5,NA,137,0,0,26,NA,0,0,59,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1928-01-15,19280101,19281231,4.97,8.76,13.98,4.06,2.24,1445,NA,34.5,-15,511.8,17.9,NA,70,0,0,17,NA,0,0,39,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1929-01-15,19290101,19291231,5.03,7.75,13.22,2.58,2.18,1392.7,NA,35.2,-28,426.5,21.8,NA,834,0,0,16,NA,0,0,31,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1930-01-15,19300101,19301231,5.23,9.37,14.2,4.71,2.28,1530.1,NA,34.1,-11.1,505.3,30.2,NA,7,0,0,20,NA,0,0,37,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1931-01-15,19310101,19311231,5.29,8.33,13.13,3.87,2.24,1561.5,NA,32.3,-14.3,559,31.1,NA,81,0,0,22,NA,0,0,43,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1932-01-15,19320101,19321231,5.03,8.88,14.1,4.07,2.05,1547.2,NA,35.8,-16.5,557.2,68.6,NA,42,0,0,25,NA,0,0,56,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1933-01-15,19330101,19331231,5.22,7.91,13.37,3.12,1.89,1504.3,NA,35.2,-22.5,477.6,25.1,NA,53,0,0,23,NA,0,0,65,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1934-01-15,19340101,19341231,5.49,10.39,15.77,5.32,1.72,1658.4,NA,33.5,-16,463.9,26.8,NA,35,0,0,26,NA,0,0,56,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1935-01-15,19350101,19351231,5.29,9.35,14.3,4.59,2.05,1602.4,NA,35.5,-13.8,504.9,39.2,NA,98,0,0,20,NA,0,0,27,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1936-01-15,19360101,19361231,5.8,9.33,14.07,5.02,1.5,1223.3,NA,34.3,-17.4,617.7,30.6,NA,28,0,0,22,NA,0,0,63,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1937-01-15,19370101,19371231,5.93,9.63,14.42,5.33,1.67,1276.1,NA,33.6,-12.2,605,24,NA,124,0,0,23,NA,0,0,79,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1938-01-15,19380101,19381231,5.43,9.47,14.63,4.92,1.25,1338,NA,33.6,-20.4,542.1,35.7,NA,190,0,0,14,NA,0,0,141,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1939-01-15,19390101,19391231,6.12,9,13.58,4.74,1.51,1128.7,NA,32.6,-17.5,734.8,27.9,NA,118,0,0,23,NA,0,0,235,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1940-01-15,19400101,19401231,5.93,7.17,11.95,2.61,1.27,1232.5,NA,29.9,-27.6,688.9,36.9,NA,610,0,0,20,NA,0,0,186,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1941-01-15,19410101,19411231,6.17,7.9,12.56,3.69,1.43,1230.8,NA,33.4,-16.5,791,24.3,NA,785,0,0,21,NA,0,0,209,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1942-01-15,19420101,19421231,5.76,8.06,12.83,3.39,1.13,1357.8,NA,33,-22.4,516,34.5,NA,752,0,0,23,NA,0,0,170,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1943-01-15,19430101,19431231,5.5,9.79,15.05,4.86,1.55,1675.1,NA,38.5,-20.1,412.7,16.3,NA,96,0,0,25,NA,0,0,200,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1944-01-15,19440101,19441231,6.04,9.15,13.74,4.92,1.54,1289.9,NA,34.5,-16.1,647.8,30.4,NA,463,0,0,15,NA,0,0,169,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1946-01-15,19460101,19461231,5.56,8.95,14.08,4.46,1.97,NA,NA,35.3,-22.6,561.1,60.1,NA,73,29,0,22,NA,1,11,85,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1947-01-15,19470101,19471231,5.01,8.77,14.34,3.73,1.97,1826.3,NA,38,-24.5,558.9,31.9,NA,924,30,1,24,0,1,6,60,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1948-01-15,19480101,19481231,5.42,9.85,15.01,5.16,2.26,1867.1,NA,33.2,-14.3,465.1,27.9,NA,73,20,4,31,0,4,3,68,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1949-01-15,19490101,19491231,5.21,9.81,15.19,5.09,1.91,1780.5,NA,35.5,-12.7,583.1,29.5,NA,71,12,1,27,0,4,10,72,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1950-01-15,19500101,19501231,5.35,9.26,14.31,4.88,1.65,1768.1,NA,34.1,-21.5,844.7,40.7,NA,443,27,2,27,0,2,8,86,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1951-01-15,19510101,19511231,5.63,9.47,14.48,5.18,1.76,1542.4,NA,32.9,-18.2,645.6,33.7,NA,155,25,2,23,0,4,7,98,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1952-01-15,19520101,19521231,5.97,8.76,13.38,4.63,1.75,1599.7,NA,37.5,-11.7,685.6,68.6,NA,166,16,2,22,0,7,8,66,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1953-01-15,19530101,19531231,5.23,9.72,15.07,4.93,1.77,1700.7,NA,32.8,-13.3,541.6,45,NA,769,7,0,27,0,9,13,72,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1954-01-15,19540101,19541231,5.33,8.54,13.3,4.05,2.06,1434.8,NA,33.2,-19.2,666.8,39.7,NA,108,6,3,19,0,2,4,78,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1955-01-15,19550101,19551231,5.42,8.14,13.21,3.72,1.93,1295.9,NA,31.6,-15.4,689.5,36.7,NA,343,3,2,28,0,4,0,110,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1956-01-15,19560101,19561231,5.47,7.44,12.45,3,2.24,1165.1,NA,29.9,-23.1,842,54.2,NA,560,7,8,23,0,2,11,105,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1957-01-15,19570101,19571231,5.21,9.52,14.63,4.73,2.15,1329,NA,37.2,-13.8,496.7,39.2,NA,29,11,1,23,0,3,4,109,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1958-01-15,19580101,19581231,5.6,9.25,14.01,4.91,2.05,1178.9,NA,33.2,-12.7,656.7,33.5,NA,106,12,6,28,0,4,3,96,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1959-01-15,19590101,19591231,4.7,9.63,15.66,4.54,1.76,1571.5,NA,37.3,-13.7,427.2,45.7,NA,192,8,1,17,0,6,7,54,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1960-01-15,19600101,19601231,5.79,9.28,13.97,5.08,1.9,1108.6,NA,32.5,-21.5,655.6,28.1,NA,203,11,1,15,0,4,2,67,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1961-01-15,19610101,19611231,5.57,9.82,14.94,5.51,1.96,1256.7,NA,34.2,-17.6,595.5,30.9,12,48,12,2,15,0,2,1,70,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1962-01-15,19620101,19621231,5.81,8.07,12.96,3.49,2.06,1359,NA,31.7,-17.9,439.3,17.4,52,172,17,5,24,0,5,7,81,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1963-01-15,19630101,19631231,5.56,7.98,12.92,3.27,2.04,1424.8,NA,35.2,-19.6,485.7,22.6,NA,1016,24,0,33,0,5,4,121,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1964-01-15,19640101,19641231,5.36,9.02,14,4.4,2.13,1560.9,NA,35.8,-15.4,416.7,26,36,102,24,2,27,0,10,10,120,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1965-01-15,19650101,19651231,5.89,8.5,13.27,4.33,2.04,1385.1,NA,32.4,-18,688.5,33.5,73,390,27,6,27,0,4,9,109,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1966-01-15,19660101,19661231,5.93,9.55,14.24,5.32,1.74,1292.4,NA,35.9,-20.7,722.6,34.8,49,240,11,1,24,0,2,8,102,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1967-01-15,19670101,19671231,5.47,10.05,15.09,5.17,1.82,1526.7,NA,34.4,-13.6,573.5,34.3,27,123,0,0,26,NA,0,0,94,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1968-01-15,19680101,19681231,5.65,9.1,13.74,4.62,1.79,1437.6,NA,32.5,-16.9,650,37.2,54,214,0,0,30,NA,0,0,100,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1969-01-15,19690101,19691231,5.75,8.68,13.46,4.1,1.93,1415.1,NA,33.9,-23.5,616.6,28.2,NA,526,0,0,29,NA,0,0,154,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1970-01-15,19700101,19701231,5.81,8.86,13.46,4.71,1.85,1308.6,NA,33.7,-15.1,668.9,30.8,NA,1061,0,0,22,NA,0,0,102,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1971-01-15,19710101,19711231,5.18,9.32,14.66,4.62,1.82,1555,NA,36.8,-19.3,508.2,35.2,NA,384,0,0,28,NA,0,0,114,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1972-01-15,19720101,19721231,5.1,8.71,13.48,4.37,1.68,1476.4,NA,33.1,-14.7,499.6,21.1,NA,41,0,0,24,NA,0,0,114,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1973-01-15,19730101,19731231,5.38,9.22,14.18,4.79,1.72,1519.6,NA,33.5,-15.8,479.2,18.1,NA,73,0,0,15,NA,0,0,74,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1974-01-15,19740101,19741231,5.63,9.83,14.49,5.79,1.82,1306.7,NA,35.9,-4.7,727.4,38.3,NA,8,0,0,27,NA,0,0,82,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1975-01-15,19750101,19751231,5.33,9.87,14.68,5.66,1.57,1451.3,NA,33.2,-12.3,499.1,22.8,NA,7,0,0,23,NA,0,0,98,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1976-01-15,19760101,19761231,5.34,9.42,14.48,4.62,1.4,1626.8,NA,35.4,-15.2,447.8,30.9,NA,142,0,0,14,NA,0,0,88,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1977-01-15,19770101,19771231,5.98,9.71,14.1,5.81,1.59,1240.4,NA,31.4,-10.7,800,59.6,NA,146,0,0,24,NA,0,0,112,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1978-01-15,19780101,19781231,5.8,8.86,13.21,4.93,1.72,1243.8,NA,31.3,-16.6,562.3,31.7,NA,135,0,0,23,NA,0,0,119,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1979-01-15,19790101,19791231,5.36,8.77,13.28,4.62,1.62,1364.5,NA,33,-19.2,648.6,29.1,NA,761,0,0,23,NA,0,0,129,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1980-01-15,19800101,19801231,5.44,8.65,12.96,4.69,1.85,1355.3,NA,33.5,-14.8,698.6,53.1,NA,273,0,0,13,NA,0,0,123,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1981-01-15,19810101,19811231,5.58,9.35,13.83,5.31,1.76,1348.2,NA,32.2,-18.5,843.1,49.8,75,503,0,0,19,NA,0,0,126,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1982-01-15,19820101,19821231,4.69,10.05,15.19,5.37,1.68,1723.2,NA,34.8,-18.9,388.7,21.1,6,73,0,0,13,NA,0,0,120,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1983-01-15,19830101,19831231,5.1,10.19,15.03,5.71,1.77,1525,NA,35,-14.8,585,30.4,24,179,0,0,28,NA,0,0,109,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1984-01-15,19840101,19841231,5.5,8.97,13.34,5.16,1.72,1371.1,NA,37.7,-11.4,663.8,27,31,62,0,0,22,NA,0,0,158,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1985-01-15,19850101,19851231,5.37,8.62,13.39,4.34,1.84,1504.7,NA,34.5,-20.9,467.5,20.8,101,749,0,0,19,NA,0,0,127,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1986-01-15,19860101,19861231,5.32,9.12,13.77,4.8,1.81,1424.7,NA,35.1,-18.4,670.8,40.9,58,439,0,0,19,0,0,0,138,0,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1987-01-15,19870101,19871231,5.77,8.33,12.89,4.1,1.69,1224.8,NA,33.5,-23.5,720.7,29.3,90,695,0,0,19,NA,0,0,163,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1988-01-15,19880101,19881231,5.49,10.37,14.89,5.95,1.82,1377.7,NA,33.5,-8.9,575.3,20.5,52,204,0,0,22,NA,0,0,101,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1989-01-15,19890101,19891231,4.81,10.69,15.87,5.72,1.66,1627.5,NA,36,-9.9,445.9,23,2,6,0,0,17,NA,0,0,119,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1990-01-15,19900101,19901231,5.1,10.7,15.74,5.87,1.83,1617.6,NA,35.6,-7.6,508.5,42,4,16,0,0,25,NA,0,0,95,NA,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1991-01-15,19910101,19911231,4.94,9.35,14.46,4.6,1.59,NA,NA,36.2,-15.5,390.6,21.4,27,130,4,0,10,4,11,0,108,93,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1992-01-15,19920101,19921231,5.23,10.33,15.31,5.97,1.71,1615.5,NA,37.9,-10.7,555.2,36.7,25,41,7,1,22,7,7,0,46,59,155,50.9251,11.583
2444,Jena (Sternwarte),Thueringen,1993-01-15,19930101,19931231,5.56,9.33,14.13,5.03,1.68,1467.9,NA,31.8,-16.1,716.1,65.9,46,187,12,2,25,1,19,1,49,83,155,50.9251,11.583
